ID	Comp.1.halflife	Comp.2.halflife	Uninfected.1.halflife	Uninfected.2.halflife
sp|P23396|RS3_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=2;tr|E9PL09|E9PL09_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PPU1|E9PPU1_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|F2Z2S8|F2Z2S8_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YCJ7|H0YCJ7_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YEU2|H0YEU2_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YF32|H0YF32_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PQ96|E9PQ96_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PJH4|E9PJH4_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PK82|E9PK82_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PSF4|E9PSF4_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PQX2|E9PQX2_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YES8|H0YES8_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PJN9|E9PJN9_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1	68.34456112	67.46586496	67.95011953	70.27877237
sp|P23526|SAHH_HUMANAdenosylhomocysteinaseOS=HomosapiensGN=AHCYPE=1SV=4	55.18329766	55.12762522	53.35891808	55.88097591
sp|P24752|THIL_HUMANAcetyl-CoAacetyltransferase,mitochondrialOS=HomosapiensGN=ACAT1PE=1SV=1;tr|H0YEL7|H0YEL7_HUMANAcetyl-CoAacetyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=ACAT1PE=1SV=1;tr|E9PRQ6|E9PRQ6_HUMANAcetyl-CoAacetyltransferase,mitochondrialOS=HomosapiensGN=ACAT1PE=1SV=1;tr|E9PKF3|E9PKF3_HUMANAcetyl-CoAacetyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=ACAT1PE=1SV=1	62.20467267	49.52393227	63.42201998	62.10464385
sp|P25774|CATS_HUMANCathepsinSOS=HomosapiensGN=CTSSPE=1SV=3;tr|U3KQE7|U3KQE7_HUMANCathepsinS(Fragment)OS=HomosapiensGN=CTSSPE=1SV=1;tr|U3KPS4|U3KPS4_HUMANCathepsinS(Fragment)OS=HomosapiensGN=CTSSPE=1SV=1	15.54317924	16.49624436	16.90077101	14.9648573
sp|P26038|MOES_HUMANMoesinOS=HomosapiensGN=MSNPE=1SV=3;tr|V9GZ54|V9GZ54_HUMANMoesin(Fragment)OS=HomosapiensGN=MSNPE=1SV=1;tr|E9PNP4|E9PNP4_HUMANRadixinOS=HomosapiensGN=RDXPE=4SV=1	57.56959923	58.94680395	57.81432173	58.47411967
sp|P26196|DDX6_HUMANProbableATP-dependentRNAhelicaseDDX6OS=HomosapiensGN=DDX6PE=1SV=2;tr|Q8IV96|Q8IV96_HUMANDDX6proteinOS=HomosapiensGN=DDX6PE=1SV=1	23.39009185	22.69678156	22.4764135	24.46946929
sp|P27797|CALR_HUMANCalreticulinOS=HomosapiensGN=CALRPE=1SV=1;tr|K7EJB9|K7EJB9_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1;tr|K7EL50|K7EL50_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1	54.31869651	58.26028184	53.38496303	57.27674218
sp|P30040|ERP29_HUMANEndoplasmicreticulumresidentprotein29OS=HomosapiensGN=ERP29PE=1SV=4;tr|F8VY02|F8VY02_HUMANEndoplasmicreticulumresidentprotein29OS=HomosapiensGN=ERP29PE=1SV=1;tr|F8W1G0|F8W1G0_HUMANEndoplasmicreticulumresidentprotein29(Fragment)OS=HomosapiensGN=ERP29PE=1SV=2	56.30855128	53.99381687	49.46677263	48.32935863
sp|P30101|PDIA3_HUMANProteindisulfide-isomeraseA3OS=HomosapiensGN=PDIA3PE=1SV=4	52.35496281	51.01097658	49.79668143	53.84197065
sp|P31146|COR1A_HUMANCoronin-1AOS=HomosapiensGN=CORO1APE=1SV=4;tr|H3BRY3|H3BRY3_HUMANCoroninOS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BTU6|H3BTU6_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BRJ0|H3BRJ0_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BNA2|H3BNA2_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BU76|H3BU76_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BSL1|H3BSL1_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1	51.78967954	51.96984203	51.61896765	52.49679958
sp|P31153|METK2_HUMANS-adenosylmethioninesynthaseisoformtype-2OS=HomosapiensGN=MAT2APE=1SV=1;sp|Q00266|METK1_HUMANS-adenosylmethioninesynthaseisoformtype-1OS=HomosapiensGN=MAT1APE=1SV=2	25.13810912	24.7591944	27.13174711	26.2951531
sp|P33176|KINH_HUMANKinesin-1heavychainOS=HomosapiensGN=KIF5BPE=1SV=1;tr|J3KNA1|J3KNA1_HUMANKinesin-likeproteinOS=HomosapiensGN=KIF5APE=1SV=1;sp|Q12840|KIF5A_HUMANKinesinheavychainisoform5AOS=HomosapiensGN=KIF5APE=1SV=2;tr|C9JWB9|C9JWB9_HUMANKinesinheavychainisoform5C(Fragment)OS=HomosapiensGN=KIF5CPE=1SV=1	31.90762813	34.70858987	36.1067602	32.111703
sp|P34897|GLYM_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=3;tr|H0YIZ0|H0YIZ0_HUMANSerinehydroxymethyltransferase(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2Y4|G3V2Y4_HUMANSerinehydroxymethyltransferase(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V5L0|G3V5L0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4W5|G3V4W5_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V540|G3V540_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V241|G3V241_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V3Y8|G3V3Y8_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4T0|G3V4T0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4X0|G3V4X0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2W0|G3V2W0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2E4|G3V2E4_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2D2|G3V2D2_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2Y1|G3V2Y1_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V3C6|G3V3C6_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;sp|P34896|GLYC_HUMANSerinehydroxymethyltransferase,cytosolicOS=HomosapiensGN=SHMT1PE=1SV=1	56.79602284	56.38324999	56.13340107	57.5389667
sp|P34932|HSP74_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=4;tr|A0A087WYC1|A0A087WYC1_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=1;tr|A0A087WTS8|A0A087WTS8_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=1	50.04618653	49.37104972	47.02505203	48.60020934
sp|P35613|BASI_HUMANBasiginOS=HomosapiensGN=BSGPE=1SV=2;tr|A0A087WUV8|A0A087WUV8_HUMANBasiginOS=HomosapiensGN=BSGPE=1SV=1;tr|A0A087X2B5|A0A087X2B5_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1;tr|I3L192|I3L192_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=8;tr|R4GMX5|R4GMX5_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1;tr|R4GN83|R4GN83_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1	29.05073942	29.12263878	27.34979219	28.55640167
sp|P37802|TAGL2_HUMANTransgelin-2OS=HomosapiensGN=TAGLN2PE=1SV=3;tr|X6RJP6|X6RJP6_HUMANTransgelin-2(Fragment)OS=HomosapiensGN=TAGLN2PE=1SV=1;tr|C9J5W6|C9J5W6_HUMANTransgelin-3OS=HomosapiensGN=TAGLN3PE=1SV=1;sp|Q9UI15|TAGL3_HUMANTransgelin-3OS=HomosapiensGN=TAGLN3PE=1SV=2	37.70530727	37.2374101	36.14959252	36.77662897
sp|P37837|TALDO_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=2;tr|F2Z393|F2Z393_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1;tr|E9PM01|E9PM01_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1;tr|E9PKI8|E9PKI8_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1	61.24064144	61.91166265	61.81069653	66.5464919
sp|P40227|TCPZ_HUMANT-complexprotein1subunitzetaOS=HomosapiensGN=CCT6APE=1SV=3;tr|J3KRI6|J3KRI6_HUMANT-complexprotein1subunitzeta-2(Fragment)OS=HomosapiensGN=CCT6BPE=1SV=1	63.24291796	64.76083985	59.37618084	61.93511704
sp|P40429|RL13A_HUMAN60SribosomalproteinL13aOS=HomosapiensGN=RPL13APE=1SV=2;tr|M0QYS1|M0QYS1_HUMAN60SribosomalproteinL13a(Fragment)OS=HomosapiensGN=RPL13APE=1SV=2;tr|Q8J015|Q8J015_HUMAN60SribosomalproteinL13aOS=HomosapiensGN=RPL13aPE=1SV=1;sp|Q6NVV1|R13P3_HUMANPutative60SribosomalproteinL13aproteinRPL13AP3OS=HomosapiensGN=RPL13AP3PE=5SV=1;tr|M0QZU1|M0QZU1_HUMAN60SribosomalproteinL13aOS=HomosapiensGN=RPL13APE=1SV=1;tr|A0A096LPE0|A0A096LPE0_HUMAN60SribosomalproteinL13aOS=HomosapiensGN=RPL13APE=1SV=1	76.68991952	78.87108875	72.64640544	74.74697108
sp|P40926|MDHM_HUMANMalatedehydrogenase,mitochondrialOS=HomosapiensGN=MDH2PE=1SV=3;tr|G3XAL0|G3XAL0_HUMANMalatedehydrogenaseOS=HomosapiensGN=MDH2PE=1SV=1	66.78447242	68.83882939	66.50420929	67.69811298
sp|P42224|STAT1_HUMANSignaltransducerandactivatoroftranscription1-alpha/betaOS=HomosapiensGN=STAT1PE=1SV=2;tr|J3KPM9|J3KPM9_HUMANSignaltransducerandactivatoroftranscriptionOS=HomosapiensGN=STAT1PE=1SV=1;tr|E7EPD2|E7EPD2_HUMANSignaltransducerandactivatoroftranscription1-alpha/beta(Fragment)OS=HomosapiensGN=STAT1PE=1SV=1;tr|D2KFR9|D2KFR9_HUMANSignaltransducerandactivatoroftranscription1-alpha/betaOS=HomosapiensGN=STAT1PE=1SV=1;tr|E7ENM1|E7ENM1_HUMANSignaltransducerandactivatoroftranscription1-alpha/beta(Fragment)OS=HomosapiensGN=STAT1PE=1SV=1;tr|E9PH66|E9PH66_HUMANSignaltransducerandactivatoroftranscription1-alpha/beta(Fragment)OS=HomosapiensGN=STAT1PE=1SV=8;tr|H7BZB5|H7BZB5_HUMANSignaltransducerandactivatoroftranscription1-alpha/beta(Fragment)OS=HomosapiensGN=STAT1PE=1SV=1	25.45732086	32.90457241	33.57756713	31.44592702
sp|P42704|LPPRC_HUMANLeucine-richPPRmotif-containingprotein,mitochondrialOS=HomosapiensGN=LRPPRCPE=1SV=3;tr|B8ZZ38|B8ZZ38_HUMANLeucine-richPPRmotif-containingprotein,mitochondrialOS=HomosapiensGN=LRPPRCPE=1SV=1;tr|A0A0C4DG06|A0A0C4DG06_HUMANLeucine-richPPRmotif-containingprotein,mitochondrialOS=HomosapiensGN=LRPPRCPE=1SV=1;tr|C9JCA9|C9JCA9_HUMANLeucine-richPPRmotif-containingprotein,mitochondrial(Fragment)OS=HomosapiensGN=LRPPRCPE=1SV=1;tr|H7C3W8|H7C3W8_HUMANLeucine-richPPRmotif-containingprotein,mitochondrial(Fragment)OS=HomosapiensGN=LRPPRCPE=1SV=1;tr|A0A0C4DG51|A0A0C4DG51_HUMANCalcium-independentphospholipaseA2-gamma(Fragment)OS=HomosapiensGN=PNPLA8PE=1SV=1;sp|Q9NP80|PLPL8_HUMANCalcium-independentphospholipaseA2-gammaOS=HomosapiensGN=PNPLA8PE=1SV=1	33.80493613	32.62343385	33.39533648	33.87326505
sp|P42765|THIM_HUMAN3-ketoacyl-CoAthiolase,mitochondrialOS=HomosapiensGN=ACAA2PE=1SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN3-ketoacyl-CoAthiolase,mitochondrialOS=HomosapiensGN=ACAA2PE=1SV=1;tr|K7EME0|K7EME0_HUMAN3-ketoacyl-CoAthiolase,mitochondrialOS=HomosapiensGN=ACAA2PE=1SV=1;tr|K7ER88|K7ER88_HUMAN3-ketoacyl-CoAthiolase,mitochondrial(Fragment)OS=HomosapiensGN=ACAA2PE=1SV=1;tr|K7EJB1|K7EJB1_HUMAN3-ketoacyl-CoAthiolase,mitochondrial(Fragment)OS=HomosapiensGN=ACAA2PE=1SV=1;tr|K7EJ68|K7EJ68_HUMAN3-ketoacyl-CoAthiolase,mitochondrial(Fragment)OS=HomosapiensGN=ACAA2PE=1SV=1	34.90263084	34.19357243	35.28084841	35.67688571
sp|P46778|RL21_HUMAN60SribosomalproteinL21OS=HomosapiensGN=RPL21PE=1SV=2;tr|G3V1B3|G3V1B3_HUMAN60SribosomalproteinL21OS=HomosapiensGN=RPL21PE=1SV=1;tr|M0R181|M0R181_HUMAN60SribosomalproteinL21(Fragment)OS=HomosapiensGN=RPL21PE=1SV=1	76.90093862	82.67999841	79.3403955	76.08799658
sp|P46779|RL28_HUMAN60SribosomalproteinL28OS=HomosapiensGN=RPL28PE=1SV=3;tr|H0YKD8|H0YKD8_HUMAN60SribosomalproteinL28OS=HomosapiensGN=RPL28PE=1SV=1;tr|H0YMF4|H0YMF4_HUMAN60SribosomalproteinL28OS=HomosapiensGN=RPL28PE=1SV=1;tr|H0YLP6|H0YLP6_HUMAN60SribosomalproteinL28OS=HomosapiensGN=RPL28PE=1SV=1	74.17818016	67.04289893	68.27099317	69.56716411
sp|P46940|IQGA1_HUMANRasGTPase-activating-likeproteinIQGAP1OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMANRasGTPase-activating-likeproteinIQGAP1OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|H0YLE8|H0YLE8_HUMANRasGTPase-activating-likeproteinIQGAP1OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|A0A087X225|A0A087X225_HUMANRasGTPase-activating-likeproteinIQGAP1(Fragment)OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|H0YKA5|H0YKA5_HUMANRasGTPase-activating-likeproteinIQGAP1(Fragment)OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|A0A087WWP1|A0A087WWP1_HUMANRasGTPase-activating-likeproteinIQGAP1(Fragment)OS=HomosapiensGN=IQGAP1PE=1SV=1;tr|F2Z2E2|F2Z2E2_HUMANRasGTPase-activating-likeproteinIQGAP3OS=HomosapiensGN=IQGAP3PE=1SV=1;sp|Q86VI3|IQGA3_HUMANRasGTPase-activating-likeproteinIQGAP3OS=HomosapiensGN=IQGAP3PE=1SV=2;tr|E9PDT6|E9PDT6_HUMANRasGTPase-activating-likeproteinIQGAP2(Fragment)OS=HomosapiensGN=IQGAP2PE=1SV=1	48.42445031	49.44878039	47.72287912	48.82381491
sp|P47755|CAZA2_HUMANF-actin-cappingproteinsubunitalpha-2OS=HomosapiensGN=CAPZA2PE=1SV=3;tr|C9JUG7|C9JUG7_HUMANF-actin-cappingproteinsubunitalpha-2OS=HomosapiensGN=CAPZA2PE=1SV=1;tr|F8W9N7|F8W9N7_HUMANF-actin-cappingproteinsubunitalpha-2OS=HomosapiensGN=CAPZA2PE=1SV=1;tr|A0A0D9SET8|A0A0D9SET8_HUMANF-actin-cappingproteinsubunitalpha-2OS=HomosapiensGN=CAPZA2PE=1SV=1;tr|F8WED3|F8WED3_HUMANF-actin-cappingproteinsubunitalpha-2OS=HomosapiensGN=CAPZA2PE=1SV=1	30.32852155	36.0466618	35.51889353	35.05741577
sp|P48047|ATPO_HUMANATPsynthasesubunitO,mitochondrialOS=HomosapiensGN=ATP5OPE=1SV=1;tr|H7C0C1|H7C0C1_HUMANUncharacterizedprotein(Fragment)OS=HomosapiensPE=4SV=2;tr|H7C068|H7C068_HUMANATPsynthasesubunitO,mitochondrial(Fragment)OS=HomosapiensGN=ATP5OPE=1SV=1;tr|H7C086|H7C086_HUMANATPsynthasesubunitO,mitochondrial(Fragment)OS=HomosapiensGN=ATP5OPE=4SV=1	57.19545724	61.75310846	60.96307719	64.17353815
sp|P48059|LIMS1_HUMANLIMandsenescentcellantigen-like-containingdomainprotein1OS=HomosapiensGN=LIMS1PE=1SV=4;tr|A0A0M3HER1|A0A0M3HER1_HUMANLIMandsenescentcellantigen-like-containingdomainprotein1(Fragment)OS=HomosapiensGN=LIMS1PE=1SV=1;tr|A0A0J9YXC7|A0A0J9YXC7_HUMANLIMandsenescentcellantigen-like-containingdomainproteinOS=HomosapiensGN=LIMS4PE=1SV=1;sp|Q7Z4I7|LIMS2_HUMANLIMandsenescentcellantigen-like-containingdomainprotein2OS=HomosapiensGN=LIMS2PE=1SV=1;tr|F8WB59|F8WB59_HUMANLIMandsenescentcellantigen-like-containingdomainprotein1OS=HomosapiensGN=LIMS1PE=1SV=2;tr|A0A0J9YYC1|A0A0J9YYC1_HUMANLIMandsenescentcellantigen-like-containingdomainprotein3OS=HomosapiensGN=LIMS3PE=4SV=1;tr|H0Y592|H0Y592_HUMANLIMandsenescentcellantigen-like-containingdomainprotein2(Fragment)OS=HomosapiensGN=LIMS2PE=1SV=1;tr|C9JF46|C9JF46_HUMANLIMandsenescentcellantigen-like-containingdomainprotein1(Fragment)OS=HomosapiensGN=LIMS1PE=1SV=8	23.23064709	20.06484288	19.65745604	27.8391019
sp|P48163|MAOX_HUMANNADP-dependentmalicenzymeOS=HomosapiensGN=ME1PE=1SV=1	47.13825108	45.66503639	45.71767061	41.41384493
sp|P48506|GSH1_HUMANGlutamate--cysteineligasecatalyticsubunitOS=HomosapiensGN=GCLCPE=1SV=2;tr|E1CEI4|E1CEI4_HUMANGlutamate--cysteineligasecatalyticsubunitOS=HomosapiensGN=GCLCPE=1SV=1;tr|A0A0C4DGB2|A0A0C4DGB2_HUMANGlutamate--cysteineligasecatalyticsubunitOS=HomosapiensGN=GCLCPE=1SV=1;tr|D6R959|D6R959_HUMANGlutamate--cysteineligasecatalyticsubunit(Fragment)OS=HomosapiensGN=GCLCPE=1SV=1;tr|D6REX4|D6REX4_HUMANGlutamate--cysteineligasecatalyticsubunitOS=HomosapiensGN=GCLCPE=1SV=1;tr|H0Y9I7|H0Y9I7_HUMANGlutamate--cysteineligasecatalyticsubunit(Fragment)OS=HomosapiensGN=GCLCPE=1SV=1;tr|H0YAB6|H0YAB6_HUMANGlutamate--cysteineligasecatalyticsubunit(Fragment)OS=HomosapiensGN=GCLCPE=1SV=2;tr|D6RGF8|D6RGF8_HUMANGlutamate--cysteineligasecatalyticsubunitOS=HomosapiensGN=GCLCPE=1SV=1	33.51512965	30.72518259	33.62419518	35.92535414
sp|P48735|IDHP_HUMANIsocitratedehydrogenase[NADP],mitochondrialOS=HomosapiensGN=IDH2PE=1SV=2;tr|H0YL11|H0YL11_HUMANIsocitratedehydrogenase[NADP],mitochondrialOS=HomosapiensGN=IDH2PE=1SV=1	53.71881266	56.30172988	51.03294732	56.2395184
sp|P49327|FAS_HUMANFattyacidsynthaseOS=HomosapiensGN=FASNPE=1SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMANFattyacidsynthaseOS=HomosapiensGN=FASNPE=1SV=1;tr|A0A0U1RRG3|A0A0U1RRG3_HUMANFattyacidsynthase(Fragment)OS=HomosapiensGN=FASNPE=1SV=1;tr|A0A1B0GTR5|A0A1B0GTR5_HUMANFattyacidsynthase(Fragment)OS=HomosapiensGN=FASNPE=1SV=1;tr|J3KTF0|J3KTF0_HUMANFattyacidsynthase(Fragment)OS=HomosapiensGN=FASNPE=1SV=1	56.48403878	54.89030768	54.1900467	55.63961051
sp|P49588|SYAC_HUMANAlanine--tRNAligase,cytoplasmicOS=HomosapiensGN=AARSPE=1SV=2;tr|H3BPK7|H3BPK7_HUMANAlanine--tRNAligase,cytoplasmic(Fragment)OS=HomosapiensGN=AARSPE=1SV=3	56.72065202	61.05447572	54.3611558	51.58782336
sp|P49591|SYSC_HUMANSerine--tRNAligase,cytoplasmicOS=HomosapiensGN=SARSPE=1SV=3;tr|Q5T5C7|Q5T5C7_HUMANSerine--tRNAligase,cytoplasmicOS=HomosapiensGN=SARSPE=1SV=1	47.58160177	48.35650175	52.78469225	53.31560205
sp|P49748|ACADV_HUMANVerylong-chainspecificacyl-CoAdehydrogenase,mitochondrialOS=HomosapiensGN=ACADVLPE=1SV=1;tr|G3V1M7|G3V1M7_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=2;tr|K7EQP4|K7EQP4_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=8;tr|K7EJW8|K7EJW8_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=8;tr|J3QRJ8|J3QRJ8_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=1;tr|J3QKU9|J3QKU9_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=1;tr|J3KSR4|J3KSR4_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=1;tr|K7EMF8|K7EMF8_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=1;tr|J3KS89|J3KS89_HUMANVerylong-chain-specificacyl-CoAdehydrogenase,mitochondrial(Fragment)OS=HomosapiensGN=ACADVLPE=1SV=1	36.58676241	37.40506576	37.57444061	35.1844309
sp|P50395|GDIB_HUMANRabGDPdissociationinhibitorbetaOS=HomosapiensGN=GDI2PE=1SV=2;tr|Q5SX87|Q5SX87_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=1;tr|Q5SX91|Q5SX91_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=1;tr|V9GYF8|V9GYF8_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=1;tr|Q5SX90|Q5SX90_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=1;tr|Q5SX86|Q5SX86_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=1;tr|V9GYJ7|V9GYJ7_HUMANRabGDPdissociationinhibitor(Fragment)OS=HomosapiensGN=GDI2PE=1SV=8	60.5115833	64.35148632	62.09608425	63.00545336
sp|P50416|CPT1A_HUMANCarnitineO-palmitoyltransferase1,liverisoformOS=HomosapiensGN=CPT1APE=1SV=2;tr|H3BMD2|H3BMD2_HUMANCarnitineO-palmitoyltransferase1,liverisoformOS=HomosapiensGN=CPT1APE=1SV=1;tr|H3BUJ0|H3BUJ0_HUMANCarnitineO-palmitoyltransferase1,liverisoform(Fragment)OS=HomosapiensGN=CPT1APE=1SV=1;tr|H3BP22|H3BP22_HUMANCarnitineO-palmitoyltransferase1,liverisoform(Fragment)OS=HomosapiensGN=CPT1APE=1SV=8;tr|H3BUV7|H3BUV7_HUMANCarnitineO-palmitoyltransferase1,liverisoform(Fragment)OS=HomosapiensGN=CPT1APE=1SV=1	45.95522782	51.06283322	32.963295	46.43644868
sp|P50454|SERPH_HUMANSerpinH1OS=HomosapiensGN=SERPINH1PE=1SV=2;tr|E9PR70|E9PR70_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PPV6|E9PPV6_HUMANSerpinH1OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PKH2|E9PKH2_HUMANSerpinH1OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PNX1|E9PNX1_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PK86|E9PK86_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PMI5|E9PMI5_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PJH8|E9PJH8_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PIG2|E9PIG2_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=2;tr|E9PRS3|E9PRS3_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=8;tr|E9PQ34|E9PQ34_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1;tr|E9PLA6|E9PLA6_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=8;tr|H0YEP8|H0YEP8_HUMANSerpinH1(Fragment)OS=HomosapiensGN=SERPINH1PE=1SV=1	36.62397054	34.3066168	32.71249804	35.74446191
