Protein IDs	CDC1551-1.count	CDC1551-1.rsq	CDC1551-1.kdp	CDC1551-1.halflife	CDC1551-1.count.z	CDC1551-1.rsq.z	CDC1551-1.kdp.z	CDC1551-1.halflife.z	CDC1551-2.count	CDC1551-2.rsq	CDC1551-2.kdp	CDC1551-2.halflife	CDC1551-2.count.z	CDC1551-2.rsq.z	CDC1551-2.kdp.z	CDC1551-2.halflife.z	dPPE38-1.count	dPPE38-1.rsq	dPPE38-1.kdp	dPPE38-1.halflife	dPPE38-1.count.z	dPPE38-1.rsq.z	dPPE38-1.kdp.z	dPPE38-1.halflife.z	dPPE38-2.count	dPPE38-2.rsq	dPPE38-2.kdp	dPPE38-2.halflife	dPPE38-2.count.z	dPPE38-2.rsq.z	dPPE38-2.kdp.z	dPPE38-2.halflife.z	Comp-1.count	Comp-1.rsq	Comp-1.kdp	Comp-1.halflife	Comp-1.count.z	Comp-1.rsq.z	Comp-1.kdp.z	Comp-1.halflife.z	Comp-2.count	Comp-2.rsq	Comp-2.kdp	Comp-2.halflife	Comp-2.count.z	Comp-2.rsq.z	Comp-2.kdp.z	Comp-2.halflife.z	Uninfected-1.count	Uninfected-1.rsq	Uninfected-1.kdp	Uninfected-1.halflife	Uninfected-1.count.z	Uninfected-1.rsq.z	Uninfected-1.kdp.z	Uninfected-1.halflife.z	Uninfected-2.count	Uninfected-2.rsq	Uninfected-2.kdp	Uninfected-2.halflife	Uninfected-2.count.z	Uninfected-2.rsq.z	Uninfected-2.kdp.z	Uninfected-2.halflife.z
sp|Q92616|GCN1_HUMANeIF-2-alphakinaseactivatorGCN1OS=HomosapiensGN=GCN1PE=1SV=6	3	0.999030474	0.01302949	53.19833358	4	0.987823338	0.01302949	53.19833358	4	0.404446984	0.013744278	50.43169189	5	0.677300279	0.013744278	50.43169189	3	0.978181812	0.012375892	56.00785744	4	0.84618143	0.012375892	56.00785744	3	0.408953228	0.013727356	50.49386092	4	0.639520816	0.013727356	50.49386092	3	0.972055138	0.011696774	59.25968728	4	0.987108576	0.011696774	59.25968728	1	NaN	0.010488458	66.0866624	2	1	0.010488458	66.0866624	4	0.981100122	0.013996207	49.52393054	5	0.990210501	0.013996207	49.52393054	3	0.470851737	0.013222326	52.42248361	4	0.782878337	0.013222326	52.42248361
sp|Q92619|HMHA1_HUMANMinorhistocompatibilityproteinHA-1OS=HomosapiensGN=HMHA1PE=1SV=2;tr|F5H1R4|F5H1R4_HUMANRhoGTPase-activatingprotein45OS=HomosapiensGN=ARHGAP45PE=1SV=1;tr|K7ES98|K7ES98_HUMANRhoGTPase-activatingprotein45OS=HomosapiensGN=ARHGAP45PE=1SV=1;tr|K7EM85|K7EM85_HUMANRhoGTPase-activatingprotein45OS=HomosapiensGN=ARHGAP45PE=1SV=1;tr|K7ES92|K7ES92_HUMANRhoGTPase-activatingprotein45OS=HomosapiensGN=ARHGAP45PE=1SV=1;tr|A0A087X1A3|A0A087X1A3_HUMANRhoGTPase-activatingprotein45(Fragment)OS=HomosapiensGN=ARHGAP45PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92621|NU205_HUMANNuclearporecomplexproteinNup205OS=HomosapiensGN=NUP205PE=1SV=3;tr|U3KPX2|U3KPX2_HUMANNuclearporecomplexproteinNup205(Fragment)OS=HomosapiensGN=NUP205PE=1SV=1	1	NaN	0.017162899	40.38636962	2	1	0.017162899	40.38636962	1	NaN	0.012328377	56.22371562	2	1	0.012328377	56.22371562	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92686|NEUG_HUMANNeurograninOS=HomosapiensGN=NRGNPE=1SV=1	2	1	0.058495764	11.84952778	3	0.998351349	0.058495764	11.84952778	1	NaN	0.054267933	12.7726844	2	1	0.054267933	12.7726844	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.077939124	8.893443282	2	1	0.077939124	8.893443282	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92688|AN32B_HUMANAcidicleucine-richnuclearphosphoprotein32familymemberBOS=HomosapiensGN=ANP32BPE=1SV=1	5	0.778808917	0.01143235	60.63033371	6	0.836753486	0.01143235	60.63033371	4	0.97936238	0.01105975	62.67294941	5	0.985493251	0.01105975	62.67294941	4	0.970833668	0.011034769	62.81483602	5	0.983003515	0.011034769	62.81483602	5	0.922728804	0.010717315	64.67545386	6	0.947010748	0.010717315	64.67545386	4	0.767926561	0.01065537	65.05143914	5	0.841489751	0.01065537	65.05143914	3	0.920646238	0.01123625	61.6884786	4	0.959839608	0.01123625	61.6884786	3	0.887750647	0.010805918	64.14514243	4	0.94761368	0.010805918	64.14514243	3	0.970915748	0.011933518	58.08406107	4	0.950765224	0.011933518	58.08406107
sp|Q92747|ARC1A_HUMANActin-relatedprotein2/3complexsubunit1AOS=HomosapiensGN=ARPC1APE=1SV=2;tr|E9PF58|E9PF58_HUMANActin-relatedprotein2/3complexsubunit1AOS=HomosapiensGN=ARPC1APE=1SV=1;tr|F8WFD3|F8WFD3_HUMANActin-relatedprotein2/3complexsubunit1AOS=HomosapiensGN=ARPC1APE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.013873509	49.96192226	2	1	0.013873509	49.96192226	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.014053257	49.32288407	2	1	0.014053257	49.32288407	1	NaN	0.012063009	57.4605529	2	1	0.012063009	57.4605529	1	NaN	0.013084176	52.97599115	2	1	0.013084176	52.97599115
sp|Q92783|STAM1_HUMANSignaltransducingadaptermolecule1OS=HomosapiensGN=STAMPE=1SV=3;sp|O75886|STAM2_HUMANSignaltransducingadaptermolecule2OS=HomosapiensGN=STAM2PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92835|SHIP1_HUMANPhosphatidylinositol3,4,5-trisphosphate5-phosphatase1OS=HomosapiensGN=INPP5DPE=1SV=2;tr|H0Y5Q9|H0Y5Q9_HUMANPhosphatidylinositol3,4,5-trisphosphate5-phosphatase1(Fragment)OS=HomosapiensGN=INPP5DPE=1SV=1;tr|R4GMN8|R4GMN8_HUMANPhosphatidylinositol3,4,5-trisphosphate5-phosphatase1(Fragment)OS=HomosapiensGN=INPP5DPE=1SV=1	1	NaN	0.020832101	33.27303261	2	1	0.020832101	33.27303261	2	1	0.022619161	30.64424756	3	0.996221054	0.022619161	30.64424756	1	NaN	0.025471246	27.21292835	2	1	0.025471246	27.21292835	2	1	0.024765456	27.98846876	3	0.984313175	0.024765456	27.98846876	3	0.519085173	0.026757073	25.90519426	4	0.819378973	0.026757073	25.90519426	1	NaN	0.043810762	15.82139068	2	1	0.043810762	15.82139068	2	1	0.029223807	23.71857926	3	0.949946834	0.029223807	23.71857926	2	1	0.029597728	23.41893223	3	0.972374151	0.029597728	23.41893223
sp|Q92841|DDX17_HUMANProbableATP-dependentRNAhelicaseDDX17OS=HomosapiensGN=DDX17PE=1SV=2;tr|H3BLZ8|H3BLZ8_HUMANProbableATP-dependentRNAhelicaseDDX17OS=HomosapiensGN=DDX17PE=1SV=1;tr|A0A0U1RQJ0|A0A0U1RQJ0_HUMANProbableATP-dependentRNAhelicaseDDX17(Fragment)OS=HomosapiensGN=DDX17PE=1SV=1	5	0.984330017	0.021198073	32.69859392	6	0.982898876	0.021198073	32.69859392	4	0.99744401	0.020832689	33.27209388	5	0.98890858	0.020832689	33.27209388	5	0.71891878	0.019292661	35.92802354	6	0.807045391	0.019292661	35.92802354	4	0.987890223	0.019186033	36.12769627	5	0.964947281	0.019186033	36.12769627	4	0.973666602	0.019219461	36.06485993	5	0.986005808	0.019219461	36.06485993	5	0.896751529	0.018750151	36.96755287	6	0.9275453	0.018750151	36.96755287	5	0.990709502	0.020247005	34.23455295	6	0.983191951	0.020247005	34.23455295	5	0.808989911	0.01780454	38.93092322	6	0.85989343	0.01780454	38.93092322
sp|Q92882|OSTF1_HUMANOsteoclast-stimulatingfactor1OS=HomosapiensGN=OSTF1PE=1SV=2	4	0.955079008	0.015695117	44.16323757	5	0.977070326	0.015695117	44.16323757	1	NaN	0.01466613	47.26176499	2	1	0.01466613	47.26176499	1	NaN	0.016072835	43.12538472	2	1	0.016072835	43.12538472	2	1	0.018357468	37.75832129	3	0.999405461	0.018357468	37.75832129	1	NaN	0.023843454	29.07075435	2	1	0.023843454	29.07075435	2	1	0.015270681	45.3907191	3	0.978194111	0.015270681	45.3907191	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.019192778	36.11500022	3	0.949729778	0.019192778	36.11500022
sp|Q92888|ARHG1_HUMANRhoguaninenucleotideexchangefactor1OS=HomosapiensGN=ARHGEF1PE=1SV=2;tr|M0QZR4|M0QZR4_HUMANRhoguaninenucleotideexchangefactor1OS=HomosapiensGN=ARHGEF1PE=1SV=1;tr|M0QYC1|M0QYC1_HUMANRhoguaninenucleotideexchangefactor1(Fragment)OS=HomosapiensGN=ARHGEF1PE=1SV=1;tr|M0R2C7|M0R2C7_HUMANRhoguaninenucleotideexchangefactor1(Fragment)OS=HomosapiensGN=ARHGEF1PE=1SV=1;tr|M0QYS3|M0QYS3_HUMANRhoguaninenucleotideexchangefactor1(Fragment)OS=HomosapiensGN=ARHGEF1PE=1SV=1;tr|M0QZH8|M0QZH8_HUMANRhoguaninenucleotideexchangefactor1(Fragment)OS=HomosapiensGN=ARHGEF1PE=1SV=1;tr|M0R3H5|M0R3H5_HUMANRhoguaninenucleotideexchangefactor1(Fragment)OS=HomosapiensGN=ARHGEF1PE=1SV=1	1	NaN	0.008708679	79.59268833	2	1	0.008708679	79.59268833	1	NaN	0.013327962	52.00698981	2	1	0.013327962	52.00698981	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92890|UFD1_HUMANUbiquitinfusiondegradationprotein1homologOS=HomosapiensGN=UFD1LPE=1SV=3;tr|C9J6N9|C9J6N9_HUMANUbiquitinfusiondegradationprotein1homolog(Fragment)OS=HomosapiensGN=UFD1LPE=1SV=8;tr|C9JNP9|C9JNP9_HUMANUbiquitinfusiondegradationprotein1homolog(Fragment)OS=HomosapiensGN=UFD1LPE=1SV=1;tr|C9IZG3|C9IZG3_HUMANUbiquitinfusiondegradationprotein1homolog(Fragment)OS=HomosapiensGN=UFD1LPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.040978388	16.91494493	2	1	0.040978388	16.91494493	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	3	0.592980669	0.049636955	13.96433729	4	0.837185849	0.049636955	13.96433729	1	NaN	0.044289089	15.65051773	2	1	0.044289089	15.65051773	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q92900|RENT1_HUMANRegulatorofnonsensetranscripts1OS=HomosapiensGN=UPF1PE=1SV=2	3	0.976135766	0.025740238	26.92854605	4	0.982372818	0.025740238	26.92854605	2	1	0.027664537	25.05544145	3	0.999912477	0.027664537	25.05544145	3	0.999985601	0.029285609	23.66852565	4	0.999394522	0.029285609	23.66852565	3	0.687891903	0.026120987	26.53602555	4	0.735884907	0.026120987	26.53602555	4	0.896020373	0.027554071	25.15588985	5	0.93602742	0.027554071	25.15588985	3	0.94092152	0.027149687	25.53057723	4	0.971317051	0.027149687	25.53057723	3	0.214306134	0.025004373	27.72103876	4	0.487667835	0.025004373	27.72103876	4	0.809764332	0.028695902	24.15491905	5	0.757491512	0.028695902	24.15491905
sp|Q92973|TNPO1_HUMANTransportin-1OS=HomosapiensGN=TNPO1PE=1SV=2;tr|S4R398|S4R398_HUMANTransportin-1(Fragment)OS=HomosapiensGN=TNPO1PE=1SV=1;tr|E7EW37|E7EW37_HUMANTransportin-1OS=HomosapiensGN=TNPO1PE=1SV=1;tr|A0A075B780|A0A075B780_HUMANTransportin-2OS=HomosapiensGN=TNPO2PE=1SV=1;sp|O14787|TNPO2_HUMANTransportin-2OS=HomosapiensGN=TNPO2PE=1SV=3;tr|K7ENW1|K7ENW1_HUMANTransportin-2(Fragment)OS=HomosapiensGN=TNPO2PE=1SV=1;tr|K7ESC1|K7ESC1_HUMANTransportin-2OS=HomosapiensGN=TNPO2PE=1SV=1	5	0.98653377	0.02024568	34.23679468	6	0.989375966	0.02024568	34.23679468	5	0.994328557	0.018757579	36.95291322	6	0.992260843	0.018757579	36.95291322	4	0.401947777	0.022188953	31.23839128	5	0.68746569	0.022188953	31.23839128	5	0.989611976	0.020073852	34.52985392	6	0.991172467	0.020073852	34.52985392	5	0.991511669	0.018909257	36.65650038	6	0.989302326	0.018909257	36.65650038	5	0.99458225	0.020412381	33.95719445	6	0.993284482	0.020412381	33.95719445	5	0.993917009	0.019382033	35.7623562	6	0.991828868	0.019382033	35.7623562	5	0.760024245	0.020929758	33.1177835	6	0.835803545	0.020929758	33.1177835
sp|Q92974|ARHG2_HUMANRhoguaninenucleotideexchangefactor2OS=HomosapiensGN=ARHGEF2PE=1SV=4;tr|V9GYM8|V9GYM8_HUMANRhoguaninenucleotideexchangefactor2OS=HomosapiensGN=ARHGEF2PE=1SV=1;tr|Q5VY93|Q5VY93_HUMANRhoguaninenucleotideexchangefactor2OS=HomosapiensGN=ARHGEF2PE=1SV=2;tr|V9GYF5|V9GYF5_HUMANRhoguaninenucleotideexchangefactor2(Fragment)OS=HomosapiensGN=ARHGEF2PE=1SV=1;tr|V9GYG5|V9GYG5_HUMANRhoguaninenucleotideexchangefactor2(Fragment)OS=HomosapiensGN=ARHGEF2PE=1SV=1;tr|V9GZ14|V9GZ14_HUMANRhoguaninenucleotideexchangefactor2(Fragment)OS=HomosapiensGN=ARHGEF2PE=1SV=1;tr|V9GYF0|V9GYF0_HUMANRhoguaninenucleotideexchangefactor2(Fragment)OS=HomosapiensGN=ARHGEF2PE=1SV=1;tr|V9GZ58|V9GZ58_HUMANRhoguaninenucleotideexchangefactor2(Fragment)OS=HomosapiensGN=ARHGEF2PE=1SV=1	5	0.796377483	0.036218322	19.13802602	6	0.857799068	0.036218322	19.13802602	5	0.882124907	0.03371264	20.56045362	6	0.917385481	0.03371264	20.56045362	4	0.903953005	0.031571401	21.95490735	5	0.930276043	0.031571401	21.95490735	5	0.994465496	0.028976007	23.92141817	6	0.993508654	0.028976007	23.92141817	5	0.943863255	0.030316201	22.86391921	6	0.961080099	0.030316201	22.86391921	4	0.952375546	0.030866402	22.45636492	5	0.959262173	0.030866402	22.45636492	4	0.966252237	0.02917711	23.75654038	5	0.97201278	0.02917711	23.75654038	4	0.603747187	0.029787322	23.26987202	5	0.78173176	0.029787322	23.26987202
sp|Q92990|GLMN_HUMANGlomulinOS=HomosapiensGN=GLMNPE=1SV=2;tr|M0QX84|M0QX84_HUMANGlomulin(Fragment)OS=HomosapiensGN=GLMNPE=1SV=1;tr|M0QXG8|M0QXG8_HUMANGlomulin(Fragment)OS=HomosapiensGN=GLMNPE=1SV=2	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.008994835	77.06057361	2	1	0.008994835	77.06057361	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q93008|USP9X_HUMANProbableubiquitincarboxyl-terminalhydrolaseFAF-XOS=HomosapiensGN=USP9XPE=1SV=3	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.02405213	28.81853598	2	1	0.02405213	28.81853598	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.018787266	36.89452046	2	1	0.018787266	36.89452046	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.016857604	41.11777536	3	0.996842987	0.016857604	41.11777536
sp|Q93009|UBP7_HUMANUbiquitincarboxyl-terminalhydrolase7OS=HomosapiensGN=USP7PE=1SV=2;tr|H3BND8|H3BND8_HUMANUbiquitincarboxyl-terminalhydrolase7(Fragment)OS=HomosapiensGN=USP7PE=1SV=1;tr|F5H2X1|F5H2X1_HUMANUbiquitincarboxyl-terminalhydrolase7OS=HomosapiensGN=USP7PE=1SV=1	1	NaN	0.017766671	39.01390289	2	1	0.017766671	39.01390289	1	NaN	0.019405377	35.71933533	2	1	0.019405377	35.71933533	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.017085698	40.56885437	2	1	0.017085698	40.56885437	1	NaN	0.01738517	39.87002531	2	1	0.01738517	39.87002531	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.01584163	43.7547885	2	1	0.01584163	43.7547885	1	NaN	0.017280835	40.11074521	2	1	0.017280835	40.11074521
sp|Q93034|CUL5_HUMANCullin-5OS=HomosapiensGN=CUL5PE=1SV=4;tr|H0YCA0|H0YCA0_HUMANCullin-5(Fragment)OS=HomosapiensGN=CUL5PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q93050|VPP1_HUMANV-typeprotonATPase116kDasubunitaisoform1OS=HomosapiensGN=ATP6V0A1PE=1SV=3;tr|B7Z641|B7Z641_HUMANV-typeprotonATPasesubunitaOS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|B7Z2A9|B7Z2A9_HUMANV-typeprotonATPasesubunitaOS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7EPG4|K7EPG4_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|F5H1T6|F5H1T6_HUMANV-typeprotonATPasesubunitaOS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7EM24|K7EM24_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7EN36|K7EN36_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7EQW2|K7EQW2_HUMANV-typeprotonATPasesubunitaOS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7ELZ6|K7ELZ6_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7ERA0|K7ERA0_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1;tr|K7ERA6|K7ERA6_HUMANV-typeprotonATPasesubunita(Fragment)OS=HomosapiensGN=ATP6V0A1PE=1SV=1	2	1	0.022049549	31.43588976	3	0.996891795	0.022049549	31.43588976	1	NaN	0.016987791	40.80266656	2	1	0.016987791	40.80266656	1	NaN	0.023805049	29.11765436	2	1	0.023805049	29.11765436	2	1	0.021941713	31.59038542	3	0.999929805	0.021941713	31.59038542	2	1	0.022933125	30.22471566	3	0.969750535	0.022933125	30.22471566	2	1	0.021149985	32.77293889	3	0.997371548	0.021149985	32.77293889	2	1	0.021702903	31.9379933	3	0.995096107	0.021702903	31.9379933	2	1	0.019441984	35.65207986	3	0.955222355	0.019441984	35.65207986
sp|Q93077|H2A1C_HUMANHistoneH2Atype1-COS=HomosapiensGN=HIST1H2ACPE=1SV=3;sp|Q7L7L0|H2A3_HUMANHistoneH2Atype3OS=HomosapiensGN=HIST3H2APE=1SV=3;sp|P04908|H2A1B_HUMANHistoneH2Atype1-B/EOS=HomosapiensGN=HIST1H2ABPE=1SV=2;sp|Q96QV6|H2A1A_HUMANHistoneH2Atype1-AOS=HomosapiensGN=HIST1H2AAPE=1SV=3;sp|P16104|H2AX_HUMANHistoneH2AXOS=HomosapiensGN=H2AFXPE=1SV=2;REV__tr|H0Y672|H0Y672_HUMANProteinFAM184A(Fragment)OS=HomosapiensGN=FAM184APE=4SV=1;REV__tr|E7EQ67|E7EQ67_HUMANProteinFAM184AOS=HomosapiensGN=FAM184APE=1SV=1;REV__tr|H7BY63|H7BY63_HUMANProteinFAM184AOS=HomosapiensGN=FAM184APE=1SV=1;REV__tr|A0A087X2A7|A0A087X2A7_HUMANProteinFAM184AOS=HomosapiensGN=FAM184APE=1SV=1;REV__sp|Q8NB25|F184A_HUMANProteinFAM184AOS=HomosapiensGN=FAM184APE=2SV=3	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q969H8|MYDGF_HUMANMyeloid-derivedgrowthfactorOS=HomosapiensGN=MYDGFPE=1SV=1;tr|M0QXF7|M0QXF7_HUMANMyeloid-derivedgrowthfactor(Fragment)OS=HomosapiensGN=MYDGFPE=1SV=1;tr|M0QYN0|M0QYN0_HUMANMyeloid-derivedgrowthfactorOS=HomosapiensGN=MYDGFPE=1SV=1	3	0.997505631	0.01332081	52.03491296	4	0.987945388	0.01332081	52.03491296	4	0.972570077	0.011277625	61.46215982	5	0.972781158	0.011277625	61.46215982	2	1	0.010298178	67.30774747	3	0.998375643	0.010298178	67.30774747	4	0.998087246	0.011526243	60.13643712	5	0.992434189	0.011526243	60.13643712	3	0.999556015	0.011634019	59.57934133	4	0.993452877	0.011634019	59.57934133	3	0.866490173	0.009467892	73.21029541	4	0.948641446	0.009467892	73.21029541	2	1	0.010402997	66.62956688	3	0.959871751	0.010402997	66.62956688	2	1	0.010216764	67.84410062	3	0.551182119	0.010216764	67.84410062
sp|Q969Q0|RL36L_HUMAN60SribosomalproteinL36a-likeOS=HomosapiensGN=RPL36ALPE=1SV=3;sp|P83881|RL36A_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=1SV=2;tr|J3KQN4|J3KQN4_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=3SV=1;tr|R4GN19|R4GN19_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=4SV=1;tr|H0Y5B4|H0Y5B4_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=3SV=2;tr|H7BZ11|H7BZ11_HUMANRPL36A-HNRNPH2readthroughOS=HomosapiensGN=RPL36A-HNRNPH2PE=3SV=2	2	1	0.011718732	59.14865108	3	0.999653656	0.011718732	59.14865108	2	1	0.010608762	65.3372359	3	0.995255305	0.010608762	65.3372359	2	1	0.008853916	78.28707503	3	0.958452999	0.008853916	78.28707503	1	NaN	0.009472204	73.17696797	2	1	0.009472204	73.17696797	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.008685268	79.80722591	3	0.890707946	0.008685268	79.80722591	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q969V3|NCLN_HUMANNicalinOS=HomosapiensGN=NCLNPE=1SV=2;tr|K7EMW4|K7EMW4_HUMANNicalinOS=HomosapiensGN=NCLNPE=1SV=1;tr|K7ELZ9|K7ELZ9_HUMANNicalin(Fragment)OS=HomosapiensGN=NCLNPE=1SV=1;tr|K7ENM2|K7ENM2_HUMANNicalin(Fragment)OS=HomosapiensGN=NCLNPE=1SV=1;tr|A0A0C4DGP7|A0A0C4DGP7_HUMANNicalin(Fragment)OS=HomosapiensGN=NCLNPE=1SV=1;tr|K7EN96|K7EN96_HUMANNicalin(Fragment)OS=HomosapiensGN=NCLNPE=1SV=1;tr|K7EQ66|K7EQ66_HUMANNicalin(Fragment)OS=HomosapiensGN=NCLNPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.029890873	23.18925837	2	1	0.029890873	23.18925837	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q969X5|ERGI1_HUMANEndoplasmicreticulum-Golgiintermediatecompartmentprotein1OS=HomosapiensGN=ERGIC1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|Q96A33|CCD47_HUMANCoiled-coildomain-containingprotein47OS=HomosapiensGN=CCDC47PE=1SV=1;tr|A0A087WYW6|A0A087WYW6_HUMANCoiled-coildomain-containingprotein47OS=HomosapiensGN=CCDC47PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
